-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 17:59:53 UTC. --
Feb 02 17:36:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:51.591990 I | etcdserver: start to snapshot (applied: 58927414, lastsnap: 58917413)
Feb 02 17:46:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:58.497953 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (539.575784ms) to execute
Feb 02 17:46:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:58.498046 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.159533502s) to execute
Feb 02 17:46:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:58.498243 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.164798473s) to execute
Feb 02 17:46:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:58.498388 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.530383833s) to execute
Feb 02 17:46:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:58.498595 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (869.768468ms) to execute
Feb 02 17:46:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:59.269889 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (227.559477ms) to execute
Feb 02 17:47:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:00.690775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (155.179124ms) to execute
Feb 02 17:47:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:00.691034 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (180.384154ms) to execute
Feb 02 17:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:07.500855 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (701.946384ms) to execute
Feb 02 17:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:07.501085 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (700.672831ms) to execute
Feb 02 17:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:07.501282 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (401.395467ms) to execute
Feb 02 17:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:07.501865 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (374.485095ms) to execute
Feb 02 17:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:07.502147 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (162.277814ms) to execute
Feb 02 17:47:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:09.109721 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (825.854697ms) to execute
Feb 02 17:47:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:09.130628 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (531.404787ms) to execute
Feb 02 17:47:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:09.131061 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (220.557064ms) to execute
Feb 02 17:47:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:09.131411 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (403.677917ms) to execute
Feb 02 17:47:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:09.131709 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-z68hn.15efa6ab36147d5e\" " with result "range_response_count:0 size:7" took too long (441.345865ms) to execute
Feb 02 17:47:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:09.132002 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-z68hn\" " with result "range_response_count:1 size:4141" took too long (441.642715ms) to execute
Feb 02 17:47:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:11.712927 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (421.487936ms) to execute
Feb 02 17:47:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:11.713375 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs\" range_end:\"/registry/config.istio.io/httpapispect\" count_only:true " with result "range_response_count:0 size:7" took too long (225.391094ms) to execute
Feb 02 17:47:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:11.713480 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (192.979582ms) to execute
Feb 02 17:47:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:11.713588 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (195.731636ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.667138 W | wal: sync duration of 1.068524899s, expected less than 1s
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.670210 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (573.645705ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.670282 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (711.446995ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.670563 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (463.634736ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.670825 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (821.958242ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.670857 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (882.89983ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.671194 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (979.045759ms) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.671401 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.01853249s) to execute
Feb 02 17:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:13.671797 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (344.287135ms) to execute
Feb 02 17:47:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:14.405355 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (202.899268ms) to execute
Feb 02 17:47:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:14.405420 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (123.756578ms) to execute
Feb 02 17:47:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:14.405536 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (682.365684ms) to execute
Feb 02 17:47:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:14.405659 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (680.109126ms) to execute
Feb 02 17:47:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:15.036568 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (279.78131ms) to execute
Feb 02 17:47:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:23.544065 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (466.972633ms) to execute
Feb 02 17:47:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:26.943498 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (469.397776ms) to execute
Feb 02 17:47:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:26.970392 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (318.455299ms) to execute
Feb 02 17:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:37.273610 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (256.008605ms) to execute
Feb 02 17:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:37.273647 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (125.641331ms) to execute
Feb 02 17:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:37.273693 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (152.103909ms) to execute
Feb 02 17:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:37.273793 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (161.389684ms) to execute
Feb 02 17:47:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:38.752158 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (234.298938ms) to execute
Feb 02 17:47:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:42.613662 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (338.445551ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.420740 W | wal: sync duration of 1.120794548s, expected less than 1s
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.434342 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (751.026613ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.456744 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (164.64463ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.456887 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (359.505899ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.457083 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (494.173511ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.457341 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (126.22947ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.457493 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (111.099173ms) to execute
Feb 02 17:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:47:49.457787 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (604.296639ms) to execute
Feb 02 17:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:00.256466 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (740.415919ms) to execute
Feb 02 17:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:00.289424 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (287.875835ms) to execute
Feb 02 17:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:00.290033 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (763.971117ms) to execute
Feb 02 17:48:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:08.924625 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (257.60692ms) to execute
Feb 02 17:48:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:08.924707 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (257.547203ms) to execute
Feb 02 17:48:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:08.924802 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (187.429722ms) to execute
Feb 02 17:48:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:10.487496 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (150.748069ms) to execute
Feb 02 17:48:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:10.510932 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (118.677ms) to execute
Feb 02 17:48:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:10.511336 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (108.079676ms) to execute
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.668445 W | wal: sync duration of 1.640896497s, expected less than 1s
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.672280 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (1.386983819s) to execute
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.704961 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (904.033444ms) to execute
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.705061 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (956.321061ms) to execute
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.705338 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.18252562s) to execute
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.705479 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (170.490525ms) to execute
Feb 02 17:48:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:13.705615 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.187978495s) to execute
Feb 02 17:48:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:14.202200 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (487.160155ms) to execute
Feb 02 17:48:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:14.204379 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (443.233698ms) to execute
Feb 02 17:48:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:18.374788 W | wal: sync duration of 2.163528531s, expected less than 1s
Feb 02 17:48:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:18.378589 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (1.803842805s) to execute
Feb 02 17:48:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:18.406967 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.681441169s) to execute
Feb 02 17:48:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:18.407037 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (189.618971ms) to execute
Feb 02 17:48:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:18.407092 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (501.697762ms) to execute
Feb 02 17:48:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:18.407354 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (905.098336ms) to execute
Feb 02 17:48:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:19.934995 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-xwn44\" " with result "range_response_count:1 size:2440" took too long (449.905201ms) to execute
Feb 02 17:48:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:19.935293 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (165.845165ms) to execute
Feb 02 17:48:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:20.525019 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (138.947814ms) to execute
Feb 02 17:48:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:21.008262 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (592.750698ms) to execute
Feb 02 17:48:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:21.473440 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (504.437439ms) to execute
Feb 02 17:48:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:21.473551 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (478.440249ms) to execute
Feb 02 17:48:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:28.152837 W | wal: sync duration of 1.354908884s, expected less than 1s
Feb 02 17:48:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:28.156099 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (972.420219ms) to execute
Feb 02 17:48:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:28.156304 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (658.498495ms) to execute
Feb 02 17:48:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:28.156538 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.12129244s) to execute
Feb 02 17:48:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:29.150276 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (694.622371ms) to execute
Feb 02 17:48:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:29.150407 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (595.216185ms) to execute
Feb 02 17:48:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:33.648557 W | wal: sync duration of 1.464655438s, expected less than 1s
Feb 02 17:48:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:33.654410 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (534.091695ms) to execute
Feb 02 17:48:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:33.654627 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (531.380709ms) to execute
Feb 02 17:48:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:33.655172 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (1.280288167s) to execute
Feb 02 17:48:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:36.079252 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (271.468786ms) to execute
Feb 02 17:48:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:41.622616 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (331.186282ms) to execute
Feb 02 17:48:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:41.622722 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (161.717753ms) to execute
Feb 02 17:48:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:41.623076 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (138.317655ms) to execute
Feb 02 17:48:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:46.672573 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (145.45866ms) to execute
Feb 02 17:48:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:46.672632 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (287.226617ms) to execute
Feb 02 17:48:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:46.673053 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (245.372892ms) to execute
Feb 02 17:48:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:49.722970 W | wal: sync duration of 1.289278568s, expected less than 1s
Feb 02 17:48:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:49.726095 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (308.147662ms) to execute
Feb 02 17:48:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:49.726212 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (388.080362ms) to execute
Feb 02 17:48:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:48:49.726377 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (129.526721ms) to execute
