-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 09:13:15 UTC. --
Dec 19 08:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 08:52:32.406590 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal is created
Dec 19 09:09:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:19.192931 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.153758561s) to execute
Dec 19 09:09:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:19.192962 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.580926756s) to execute
Dec 19 09:09:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:19.193180 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.569407225s) to execute
Dec 19 09:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:25.819395 W | wal: sync duration of 1.244782459s, expected less than 1s
Dec 19 09:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:25.822685 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.11988138s) to execute
Dec 19 09:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:25.828296 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (606.071573ms) to execute
Dec 19 09:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:25.828620 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (529.154053ms) to execute
Dec 19 09:09:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:31.203755 W | wal: sync duration of 1.298244266s, expected less than 1s
Dec 19 09:09:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:31.204138 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-whlcs\" " with result "range_response_count:1 size:1853" took too long (1.278525347s) to execute
Dec 19 09:09:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:31.213280 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "range_response_count:1 size:1855" took too long (937.290497ms) to execute
Dec 19 09:09:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:32.583388 W | wal: sync duration of 1.346476871s, expected less than 1s
Dec 19 09:09:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:32.585016 W | etcdserver: failed to revoke 4f0b6e20ca536238 ("lease not found")
Dec 19 09:09:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:32.585115 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (727.530249ms) to execute
Dec 19 09:09:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:32.729632 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (864.010042ms) to execute
Dec 19 09:09:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:32.753077 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (157.685712ms) to execute
Dec 19 09:09:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:32.753363 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (157.567857ms) to execute
Dec 19 09:09:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:36.715879 W | wal: sync duration of 1.975323955s, expected less than 1s
Dec 19 09:09:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:36.719154 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-bbwsg\" " with result "range_response_count:1 size:1735" took too long (1.975627287s) to execute
Dec 19 09:09:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:36.747778 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (138.573621ms) to execute
Dec 19 09:09:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:36.748177 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (405.495193ms) to execute
Dec 19 09:09:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:36.748535 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.990435339s) to execute
Dec 19 09:09:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:36.748779 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.673223066s) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.053576 W | wal: sync duration of 1.292566632s, expected less than 1s
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.054072 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3043" took too long (1.293023489s) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.061698 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.116000135s) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.062123 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lf9xf\" " with result "range_response_count:1 size:1735" took too long (127.877592ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.062361 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (770.511349ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.062566 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (944.885042ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.694770 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (622.491693ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.703829 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (275.716713ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.704072 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (602.448658ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.704263 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:131" took too long (631.410163ms) to execute
Dec 19 09:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:38.704476 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1911" took too long (631.832721ms) to execute
Dec 19 09:09:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:40.553166 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (370.089749ms) to execute
Dec 19 09:09:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:41.522589 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (264.927114ms) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.486704 W | wal: sync duration of 1.698027541s, expected less than 1s
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.641159 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.849415195s) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.641735 W | etcdserver: request "header:<ID:14919139277707371290 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:45006684 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4355 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (154.115348ms) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.644531 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (510.165979ms) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.645009 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (370.108124ms) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.646023 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.538997422s) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.646578 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.164555938s) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.647362 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-bbwsg\" " with result "range_response_count:1 size:1855" took too long (899.229952ms) to execute
Dec 19 09:09:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:44.647953 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (1.553940995s) to execute
Dec 19 09:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:48.040937 W | wal: sync duration of 1.096897305s, expected less than 1s
Dec 19 09:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:48.044046 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.051800103s) to execute
Dec 19 09:09:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:57.143522 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (297.440031ms) to execute
Dec 19 09:09:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:59.221015 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (502.373877ms) to execute
Dec 19 09:09:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:59.221253 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (412.319658ms) to execute
Dec 19 09:09:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:59.221395 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (468.452538ms) to execute
Dec 19 09:09:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:59.221536 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (409.238583ms) to execute
Dec 19 09:09:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:09:59.221602 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (467.578842ms) to execute
Dec 19 09:10:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:08.220202 W | wal: sync duration of 1.440284166s, expected less than 1s
Dec 19 09:10:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:08.222211 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (956.120955ms) to execute
Dec 19 09:10:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:08.222318 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (952.62355ms) to execute
Dec 19 09:10:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:10.663774 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (430.603429ms) to execute
Dec 19 09:10:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:10.664363 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (432.782228ms) to execute
Dec 19 09:10:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:10.664703 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (227.379496ms) to execute
Dec 19 09:10:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:10.664946 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "range_response_count:1 size:1855" took too long (333.402106ms) to execute
Dec 19 09:10:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:13.758861 W | wal: sync duration of 1.113833933s, expected less than 1s
Dec 19 09:10:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:13.762886 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (646.811667ms) to execute
Dec 19 09:10:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:13.763202 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.088160455s) to execute
Dec 19 09:10:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:13.763368 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.08383775s) to execute
Dec 19 09:10:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:13.763909 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (978.593655ms) to execute
Dec 19 09:10:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:13.763927 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (201.453351ms) to execute
Dec 19 09:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:15.017745 W | wal: sync duration of 1.05041196s, expected less than 1s
Dec 19 09:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:15.022339 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (796.459287ms) to execute
Dec 19 09:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:15.022540 W | etcdserver: failed to revoke 4f0b6e20ca5363ad ("lease not found")
Dec 19 09:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:15.025866 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (751.603019ms) to execute
Dec 19 09:10:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:15.026032 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (359.326456ms) to execute
Dec 19 09:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:17.384932 W | wal: sync duration of 1.605079667s, expected less than 1s
Dec 19 09:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:17.389708 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lf9xf\" " with result "range_response_count:1 size:1855" took too long (451.393256ms) to execute
Dec 19 09:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:17.457124 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (172.498122ms) to execute
Dec 19 09:10:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:17.457172 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (304.364607ms) to execute
Dec 19 09:10:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:18.582247 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (603.744164ms) to execute
Dec 19 09:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:20.781583 W | wal: sync duration of 2.008973249s, expected less than 1s
Dec 19 09:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:20.784466 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.518648429s) to execute
Dec 19 09:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:20.815841 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.506263179s) to execute
Dec 19 09:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:20.815989 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.549760797s) to execute
Dec 19 09:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:20.816164 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (228.217243ms) to execute
Dec 19 09:10:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:20.816671 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.021633512s) to execute
Dec 19 09:10:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:22.550842 W | wal: sync duration of 1.73101191s, expected less than 1s
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.556947 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (2.737160228s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.557092 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (2.737272759s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.557908 W | etcdserver: request "header:<ID:14919139277707371617 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:45006816 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (1.006480502s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.559446 W | wal: sync duration of 1.008353666s, expected less than 1s
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.559709 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.12992511s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.559990 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.134023756s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.560025 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (2.571259674s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.560088 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (1.475885456s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.560617 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (1.300828905s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.560742 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:131" took too long (2.739126262s) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.568277 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (743.447131ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.568612 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (342.266953ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.568642 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (343.65091ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.568733 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (343.05718ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.568939 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (343.378914ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.569120 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (344.089414ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.569298 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (513.213549ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.569514 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (575.341137ms) to execute
Dec 19 09:10:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:23.569740 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (665.676649ms) to execute
Dec 19 09:10:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:25.238450 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:7 size:12592" took too long (156.329168ms) to execute
Dec 19 09:10:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:27.683691 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (104.763719ms) to execute
Dec 19 09:10:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:27.683890 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (179.140269ms) to execute
Dec 19 09:10:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:29.255652 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (225.817664ms) to execute
Dec 19 09:10:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:32.852876 W | wal: sync duration of 1.140958538s, expected less than 1s
Dec 19 09:10:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:35.114201 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (251.935286ms) to execute
Dec 19 09:10:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:35.114385 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (355.795897ms) to execute
Dec 19 09:10:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:10:35.114438 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (355.742779ms) to execute
