-- Logs begin at Thu 2020-01-30 14:51:24 UTC, end at Sat 2020-02-01 07:35:41 UTC. --
Feb 01 07:12:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:28.000753 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (273.586268ms) to execute
Feb 01 07:14:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:14.893228 I | mvcc: store.index: compact 53136785
Feb 01 07:14:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:14.895094 W | etcdserver: request "header:<ID:14919139277751073506 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:53136785 > " with result "size:7" took too long (137.15429ms) to execute
Feb 01 07:14:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:14.906583 I | mvcc: finished scheduled compaction at 53136785 (took 10.83216ms)
Feb 01 07:14:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:15.484062 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (210.316039ms) to execute
Feb 01 07:14:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:15.484120 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (476.359772ms) to execute
Feb 01 07:14:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:15.484406 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (224.030246ms) to execute
Feb 01 07:14:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:15.484551 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1415" took too long (278.293434ms) to execute
Feb 01 07:14:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:15.484730 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (221.674624ms) to execute
Feb 01 07:14:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:24.110877 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (174.267596ms) to execute
Feb 01 07:14:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:26.072553 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (161.904791ms) to execute
Feb 01 07:14:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:31.728798 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (157.712443ms) to execute
Feb 01 07:14:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:31.728834 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (168.232297ms) to execute
Feb 01 07:14:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:32.515641 W | etcdserver: request "header:<ID:14919139277751073680 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53138066 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (156.652388ms) to execute
Feb 01 07:14:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:44.455490 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (568.367965ms) to execute
Feb 01 07:14:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:44.456089 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (616.436511ms) to execute
Feb 01 07:14:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:44.456123 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (178.882781ms) to execute
Feb 01 07:14:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:44.456282 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (259.962331ms) to execute
Feb 01 07:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:45.833471 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.131170171s) to execute
Feb 01 07:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:45.833607 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (1.268341155s) to execute
Feb 01 07:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:45.833700 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.128721742s) to execute
Feb 01 07:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:45.835068 W | etcdserver: request "header:<ID:14919139277751073790 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53138089 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (861.786494ms) to execute
Feb 01 07:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:45.838997 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (563.870061ms) to execute
Feb 01 07:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:45.839575 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (178.569096ms) to execute
Feb 01 07:14:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:48.727546 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-c7gks\" " with result "range_response_count:1 size:2314" took too long (561.0959ms) to execute
Feb 01 07:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:56.381457 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (342.203628ms) to execute
Feb 01 07:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:56.381693 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (462.047059ms) to execute
Feb 01 07:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:56.381726 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (203.617257ms) to execute
Feb 01 07:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:56.382041 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (133.294697ms) to execute
Feb 01 07:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:00.035984 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (107.579631ms) to execute
Feb 01 07:15:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:00.036109 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (125.344136ms) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306376 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (373.115797ms) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306410 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (1.145760003s) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306578 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (648.85505ms) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306613 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.005066071s) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306729 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-jfsg6\" " with result "range_response_count:1 size:2447" took too long (831.96764ms) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306874 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (961.213022ms) to execute
Feb 01 07:15:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:01.306941 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (334.49585ms) to execute
Feb 01 07:15:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:03.623415 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (921.680137ms) to execute
Feb 01 07:15:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:03.623464 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (543.048012ms) to execute
Feb 01 07:15:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:03.623599 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (681.762934ms) to execute
Feb 01 07:15:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:03.624535 W | etcdserver: request "header:<ID:14919139277751073986 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53138119 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (484.566404ms) to execute
Feb 01 07:15:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:03.624628 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (140.471554ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.854487 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (231.337848ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.854567 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (784.19034ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.854674 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/statsds\" range_end:\"/registry/config.istio.io/statsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (268.913859ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.854781 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (466.961138ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.854945 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (776.71806ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.855083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (476.542378ms) to execute
Feb 01 07:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:06.855322 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (643.298353ms) to execute
Feb 01 07:15:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:07.232764 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (116.358865ms) to execute
Feb 01 07:15:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:10.707874 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (565.203028ms) to execute
Feb 01 07:15:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:10.708669 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (603.38234ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.373075 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (497.487157ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.373323 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (490.638914ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.373517 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (465.250214ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.373768 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (210.082319ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.373876 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (871.712867ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.373975 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (275.962329ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.374204 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-bttzl\" " with result "range_response_count:1 size:2440" took too long (719.402771ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.374372 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (461.153991ms) to execute
Feb 01 07:15:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:17.374762 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (384.592603ms) to execute
Feb 01 07:15:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:24.820258 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (150.819234ms) to execute
Feb 01 07:15:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:24.820483 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (286.567446ms) to execute
Feb 01 07:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:26.526653 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (634.662899ms) to execute
Feb 01 07:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:26.526796 W | etcdserver: request "header:<ID:14919139277751074193 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53138162 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (236.815413ms) to execute
Feb 01 07:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:26.526995 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (327.777326ms) to execute
Feb 01 07:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:26.527130 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (145.170953ms) to execute
Feb 01 07:15:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:26.527394 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (230.820886ms) to execute
Feb 01 07:15:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:28.106730 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (671.390828ms) to execute
Feb 01 07:15:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:28.106836 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (377.150766ms) to execute
Feb 01 07:15:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:28.106952 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (603.7546ms) to execute
Feb 01 07:15:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:29.980629 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (415.895944ms) to execute
Feb 01 07:15:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:29.980707 W | etcdserver: request "header:<ID:14919139277751074242 > lease_revoke:<id:4f0b6e20ccee3d23>" with result "size:29" took too long (322.0375ms) to execute
Feb 01 07:15:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:29.980946 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (293.785304ms) to execute
Feb 01 07:15:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:34.334038 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (483.496723ms) to execute
Feb 01 07:15:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:34.334202 W | etcdserver: request "header:<ID:14919139277751074283 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53138175 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (481.33925ms) to execute
Feb 01 07:15:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:34.334430 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (342.934178ms) to execute
Feb 01 07:15:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:34.334717 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:9" took too long (263.222451ms) to execute
Feb 01 07:15:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:34.335053 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (201.038338ms) to execute
Feb 01 07:15:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:34.994813 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (139.013087ms) to execute
Feb 01 07:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:38.092663 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (485.355179ms) to execute
Feb 01 07:15:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:38.092843 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (404.368421ms) to execute
Feb 01 07:15:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:39.872996 W | etcdserver: request "header:<ID:14919139277751074340 > lease_revoke:<id:4f0b6e20ccee3d83>" with result "size:29" took too long (204.826698ms) to execute
Feb 01 07:15:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:44.577824 W | etcdserver: request "header:<ID:14919139277751074373 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53138191 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (109.9272ms) to execute
Feb 01 07:15:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:47.362784 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs\" range_end:\"/registry/config.istio.io/httpapispect\" count_only:true " with result "range_response_count:0 size:7" took too long (474.638951ms) to execute
Feb 01 07:15:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:47.363356 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (479.873967ms) to execute
Feb 01 07:15:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:47.363868 W | etcdserver: request "header:<ID:14919139277751074393 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53138196 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (403.128438ms) to execute
Feb 01 07:15:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:47.364012 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (172.795607ms) to execute
Feb 01 07:15:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:48.691488 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (171.415967ms) to execute
Feb 01 07:15:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:50.793547 W | etcdserver: request "header:<ID:14919139277751074416 > lease_revoke:<id:4f0b6e20ccee3df7>" with result "size:29" took too long (611.905919ms) to execute
Feb 01 07:15:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:50.793630 W | etcdserver: failed to revoke 4f0b6e20ccee3df7 ("lease not found")
Feb 01 07:15:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:50.793756 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (373.949638ms) to execute
Feb 01 07:15:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:15:50.794113 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (201.845712ms) to execute
Feb 01 07:16:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:03.490126 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (313.360016ms) to execute
Feb 01 07:16:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:03.490286 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (389.399617ms) to execute
Feb 01 07:16:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:16:05.017663 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (137.017276ms) to execute
