-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 22:20:19 UTC. --
Feb 01 21:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:16.108329 W | wal: sync duration of 2.560027638s, expected less than 1s
Feb 01 22:07:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:42.347201 W | wal: sync duration of 1.322418714s, expected less than 1s
Feb 01 22:07:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:42.347529 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (841.859498ms) to execute
Feb 01 22:07:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:42.348374 W | etcdserver: failed to revoke 4f0b6e20ccf72470 ("lease not found")
Feb 01 22:07:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:42.356309 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (309.58505ms) to execute
Feb 01 22:07:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:42.356502 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (476.961933ms) to execute
Feb 01 22:07:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:45.569748 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (113.35013ms) to execute
Feb 01 22:07:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:46.545435 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (163.962207ms) to execute
Feb 01 22:07:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:52.012410 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (161.395324ms) to execute
Feb 01 22:07:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:52.651643 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (244.83449ms) to execute
Feb 01 22:07:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:57.254588 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (399.306665ms) to execute
Feb 01 22:07:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:57.254713 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (151.603058ms) to execute
Feb 01 22:07:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:57.254998 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (123.865071ms) to execute
Feb 01 22:07:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:57.255435 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (223.126741ms) to execute
Feb 01 22:07:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:57.255574 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (232.192501ms) to execute
Feb 01 22:07:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:58.699908 W | etcdserver: request "header:<ID:14919139277751657850 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:53284020 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:374 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (547.854937ms) to execute
Feb 01 22:07:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:58.701185 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (1.426669592s) to execute
Feb 01 22:07:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:58.707927 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (199.465639ms) to execute
Feb 01 22:07:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:58.707986 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-25bfx.15ef664dbaf65f6d\" " with result "range_response_count:1 size:591" took too long (784.223758ms) to execute
Feb 01 22:07:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:07:58.708122 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.332552398s) to execute
Feb 01 22:08:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:00.572951 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (123.425731ms) to execute
Feb 01 22:08:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:03.407335 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (687.572538ms) to execute
Feb 01 22:08:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:03.500455 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (771.783291ms) to execute
Feb 01 22:08:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:03.500590 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (544.732871ms) to execute
Feb 01 22:08:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:03.501075 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (245.557221ms) to execute
Feb 01 22:08:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:05.838774 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (296.865468ms) to execute
Feb 01 22:08:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:05.838817 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (197.956966ms) to execute
Feb 01 22:08:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:05.839083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (255.837394ms) to execute
Feb 01 22:08:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:05.839407 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (328.469786ms) to execute
Feb 01 22:08:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:10.519476 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (561.413434ms) to execute
Feb 01 22:08:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:10.519882 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-25bfx.15ef665799a1afd1\" " with result "range_response_count:1 size:592" took too long (205.803547ms) to execute
Feb 01 22:08:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:13.992506 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (130.519932ms) to execute
Feb 01 22:08:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:13.994569 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (119.430992ms) to execute
Feb 01 22:08:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:15.589052 W | wal: sync duration of 1.050911949s, expected less than 1s
Feb 01 22:08:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:15.592267 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (876.61521ms) to execute
Feb 01 22:08:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:16.157584 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (135.782437ms) to execute
Feb 01 22:08:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:19.247602 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (433.253324ms) to execute
Feb 01 22:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:20.841032 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (379.882552ms) to execute
Feb 01 22:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:20.841188 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (283.655609ms) to execute
Feb 01 22:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:20.841330 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (379.973108ms) to execute
Feb 01 22:08:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:21.271359 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (111.192481ms) to execute
Feb 01 22:08:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:23.147090 W | wal: sync duration of 1.114177931s, expected less than 1s
Feb 01 22:08:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:23.151777 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (374.06543ms) to execute
Feb 01 22:08:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:28.383614 W | wal: sync duration of 1.080559159s, expected less than 1s
Feb 01 22:08:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:28.383940 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.011872107s) to execute
Feb 01 22:08:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:28.383995 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (326.986237ms) to execute
Feb 01 22:08:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:28.384083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (459.504362ms) to execute
Feb 01 22:08:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:29.494387 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (241.027135ms) to execute
Feb 01 22:08:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:29.494512 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (492.197758ms) to execute
Feb 01 22:08:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:29.494580 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (185.524027ms) to execute
Feb 01 22:08:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:29.494668 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (185.90542ms) to execute
Feb 01 22:08:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:35.775322 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (440.249838ms) to execute
Feb 01 22:08:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:35.778644 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (443.249446ms) to execute
Feb 01 22:08:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:35.779202 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (255.29057ms) to execute
Feb 01 22:08:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:35.779783 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (305.162661ms) to execute
Feb 01 22:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:46.347563 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (458.286115ms) to execute
Feb 01 22:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:46.347876 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (483.605349ms) to execute
Feb 01 22:08:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:08:54.680599 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (178.02727ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.586937 W | wal: sync duration of 1.089251297s, expected less than 1s
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.587295 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (1.083740636s) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.595202 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (698.629277ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.595292 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (615.262633ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.595432 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (700.473224ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.595542 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (655.600968ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.595758 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (723.575468ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.595803 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (656.351251ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.596000 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (657.132584ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.596123 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (724.301318ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.596604 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (656.739886ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.596712 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (870.120196ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.596776 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (179.754576ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.596884 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (887.070351ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.597050 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.01870236s) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.597093 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (656.128745ms) to execute
Feb 01 22:09:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:00.597144 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (1.092967326s) to execute
Feb 01 22:09:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:08.953395 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (186.750716ms) to execute
Feb 01 22:09:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:23.672291 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (651.307245ms) to execute
Feb 01 22:09:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:23.678104 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (187.405822ms) to execute
Feb 01 22:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:25.734149 W | wal: sync duration of 1.019591914s, expected less than 1s
Feb 01 22:09:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:25.734518 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (580.654637ms) to execute
Feb 01 22:09:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:26.919847 W | wal: sync duration of 1.185512351s, expected less than 1s
Feb 01 22:09:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:26.920115 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.233102674s) to execute
Feb 01 22:09:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:26.929354 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (476.070442ms) to execute
Feb 01 22:09:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:26.929452 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (556.329686ms) to execute
Feb 01 22:09:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:26.929618 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (209.102057ms) to execute
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.450780 W | wal: sync duration of 1.516258791s, expected less than 1s
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.485726 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28480" took too long (1.550124348s) to execute
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.485798 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (1.170563357s) to execute
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.486085 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (175.89942ms) to execute
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.486197 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.051916494s) to execute
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.486432 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (664.59689ms) to execute
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.494305 I | mvcc: store.index: compact 53283461
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.501037 I | mvcc: finished scheduled compaction at 53283461 (took 5.270667ms)
Feb 01 22:09:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:28.852603 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (201.640324ms) to execute
Feb 01 22:09:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:31.583533 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (304.353986ms) to execute
Feb 01 22:09:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:37.905143 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (951.746786ms) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.083856 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (418.268173ms) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.083889 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1898" took too long (171.750607ms) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.084014 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (554.417803ms) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.084206 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.027919468s) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.084381 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (463.249174ms) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.330155 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (128.917918ms) to execute
Feb 01 22:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:38.330252 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1898" took too long (178.970935ms) to execute
Feb 01 22:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:48.105278 W | etcdserver: request "header:<ID:14919139277751658813 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:53284302 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (889.602079ms) to execute
Feb 01 22:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:48.105841 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.261078687s) to execute
Feb 01 22:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:48.112774 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.15567934s) to execute
Feb 01 22:09:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:09:48.113053 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (157.203024ms) to execute
