-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 17:28:41 UTC. --
Oct 10 17:07:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:07:28.095847 W | wal: sync duration of 3.552405309s, expected less than 1s
Oct 10 17:22:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:22:56.159783 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (138.547894ms) to execute
Oct 10 17:22:56 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:22:56.160122 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (138.772229ms) to execute
Oct 10 17:23:03 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:03.657262 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (239.097633ms) to execute
Oct 10 17:23:03 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:03.657356 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (359.626941ms) to execute
Oct 10 17:23:03 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:03.657387 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (253.46252ms) to execute
Oct 10 17:23:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:06.166198 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (332.671324ms) to execute
Oct 10 17:23:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:06.166257 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (435.860804ms) to execute
Oct 10 17:23:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:06.166305 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (299.492088ms) to execute
Oct 10 17:23:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:06.166342 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (335.209279ms) to execute
Oct 10 17:23:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:06.166482 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (512.651192ms) to execute
Oct 10 17:23:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:07.974611 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (749.570645ms) to execute
Oct 10 17:23:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:08.010580 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (484.393363ms) to execute
Oct 10 17:23:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:08.010739 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-fxnft\" " with result "range_response_count:1 size:2433" took too long (277.375099ms) to execute
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.400766 W | wal: sync duration of 1.194236001s, expected less than 1s
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.404362 W | etcdserver: failed to revoke 4f0b6da58ec18d5a ("lease not found")
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.404950 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.101009972s) to execute
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.429223 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (887.693265ms) to execute
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.429796 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (213.178986ms) to execute
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.429913 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (822.785454ms) to execute
Oct 10 17:23:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:13.430121 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (696.720967ms) to execute
Oct 10 17:23:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:18.604927 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (372.78967ms) to execute
Oct 10 17:23:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:18.605018 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (391.007559ms) to execute
Oct 10 17:23:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:18.605505 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (591.574843ms) to execute
Oct 10 17:23:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:21.951939 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (517.598577ms) to execute
Oct 10 17:23:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:21.951975 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1911" took too long (746.171585ms) to execute
Oct 10 17:23:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:21.952222 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (701.701375ms) to execute
Oct 10 17:23:21 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:21.952251 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (685.332284ms) to execute
Oct 10 17:23:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:23.974553 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (278.222139ms) to execute
Oct 10 17:23:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:26.080344 W | wal: sync duration of 1.389382799s, expected less than 1s
Oct 10 17:23:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:26.091532 W | etcdserver: failed to revoke 4f0b6da58ec0e7a2 ("lease not found")
Oct 10 17:23:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:26.091727 W | etcdserver: failed to revoke 4f0b6da58ec0e7a2 ("lease not found")
Oct 10 17:23:32 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:32.732758 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (125.877042ms) to execute
Oct 10 17:23:32 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:32.733355 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (489.242917ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.375887 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (790.045413ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.381599 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (213.880618ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.382258 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (378.863417ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.382307 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (582.742415ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.382509 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (411.011993ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.382650 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (572.742507ms) to execute
Oct 10 17:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:34.383282 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (499.821954ms) to execute
Oct 10 17:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:36.417585 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (211.196132ms) to execute
Oct 10 17:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:36.453803 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies\" range_end:\"/registry/authentication.istio.io/meshpoliciet\" count_only:true " with result "range_response_count:0 size:9" took too long (115.12488ms) to execute
Oct 10 17:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:36.453872 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (178.629903ms) to execute
Oct 10 17:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:36.454588 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (205.800748ms) to execute
Oct 10 17:23:38 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:38.591243 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (126.222772ms) to execute
Oct 10 17:23:38 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:38.591365 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (541.580532ms) to execute
Oct 10 17:23:38 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:38.591824 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (204.452715ms) to execute
Oct 10 17:23:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:43.794783 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (314.013978ms) to execute
Oct 10 17:23:43 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:43.794918 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (137.160432ms) to execute
Oct 10 17:23:48 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:48.711420 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (124.61719ms) to execute
Oct 10 17:23:48 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:48.711602 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (515.482215ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.916873 W | wal: sync duration of 1.104177626s, expected less than 1s
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.919820 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (117.355888ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.919896 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (719.233131ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.920017 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (369.164718ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.920143 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (940.514076ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.920287 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (473.221386ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.920446 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (517.136307ms) to execute
Oct 10 17:23:49 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:49.920950 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (629.162923ms) to execute
Oct 10 17:23:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:58.806562 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (338.881012ms) to execute
Oct 10 17:23:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:23:58.807068 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (713.284883ms) to execute
Oct 10 17:24:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:04.332570 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (747.334603ms) to execute
Oct 10 17:24:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:04.338185 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (368.328195ms) to execute
Oct 10 17:24:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:04.338332 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (467.900476ms) to execute
Oct 10 17:24:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:06.263674 W | wal: sync duration of 1.356555752s, expected less than 1s
Oct 10 17:24:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:06.272426 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (1.170807011s) to execute
Oct 10 17:24:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:06.272474 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (518.051485ms) to execute
Oct 10 17:24:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:06.272594 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (547.956278ms) to execute
Oct 10 17:24:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:06.272616 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.327680264s) to execute
Oct 10 17:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:07.550805 W | wal: sync duration of 1.074304768s, expected less than 1s
Oct 10 17:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:07.555197 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (643.418252ms) to execute
Oct 10 17:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:07.555260 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters\" range_end:\"/registry/networking.istio.io/envoyfiltert\" count_only:true " with result "range_response_count:0 size:7" took too long (420.970976ms) to execute
Oct 10 17:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:07.555371 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (710.213373ms) to execute
Oct 10 17:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:07.555518 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1911" took too long (563.040751ms) to execute
Oct 10 17:24:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:09.228751 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (258.281529ms) to execute
Oct 10 17:24:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:09.229055 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (204.267044ms) to execute
Oct 10 17:24:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:11.555864 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (139.538379ms) to execute
Oct 10 17:24:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:11.556111 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (524.951878ms) to execute
Oct 10 17:24:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:13.887238 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (279.535287ms) to execute
Oct 10 17:24:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:13.887564 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (275.354056ms) to execute
Oct 10 17:24:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:13.887831 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-gsk65.15cc589e2dbb1403\" " with result "range_response_count:1 size:488" took too long (244.289677ms) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.294644 W | wal: sync duration of 1.398735533s, expected less than 1s
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.301676 W | etcdserver: failed to revoke 4f0b6da58ec18fab ("lease not found")
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.302327 W | etcdserver: failed to revoke 4f0b6da58ec18fab ("lease not found")
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.302386 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.329045808s) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500229 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (164.274961ms) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500308 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (192.123807ms) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500621 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (126.187392ms) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500836 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.028931893s) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500896 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zjp9l.15cc58b6e1ba8bbb\" " with result "range_response_count:1 size:488" took too long (1.474297126s) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500951 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (150.326596ms) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.500978 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.410810371s) to execute
Oct 10 17:24:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:15.501030 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-hlqzt.15cc583e2aa84280\" " with result "range_response_count:1 size:488" took too long (860.263742ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.535628 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (356.420667ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.960061 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2927v.15cc584bf37b2a0c\" " with result "range_response_count:1 size:485" took too long (543.891619ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.960319 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (514.805844ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.960595 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (514.607755ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.961063 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (514.477961ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.961329 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (514.68736ms) to execute
Oct 10 17:24:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:16.961549 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (514.780766ms) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.620929 W | wal: sync duration of 2.15537136s, expected less than 1s
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.623950 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (2.038293396s) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.624031 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.747129788s) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.624067 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-qpws6.15cc587eef0a90ef\" " with result "range_response_count:1 size:488" took too long (813.117088ms) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.624380 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (521.536945ms) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.624574 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (1.17259097s) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.624945 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.389454005s) to execute
Oct 10 17:24:20 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:24:20.625146 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fxbnf\" " with result "range_response_count:1 size:4261" took too long (1.674724486s) to execute
