-- Logs begin at Sun 2019-12-15 09:07:23 UTC, end at Mon 2019-12-16 23:39:12 UTC. --
Dec 16 23:17:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:17:36.106601 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (332.382997ms) to execute
Dec 16 23:20:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:20.451980 W | wal: sync duration of 1.62430749s, expected less than 1s
Dec 16 23:20:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:20.455635 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.237926369s) to execute
Dec 16 23:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:21.072205 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (1.042629121s) to execute
Dec 16 23:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:21.072421 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (1.043380833s) to execute
Dec 16 23:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:21.072825 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (1.043419538s) to execute
Dec 16 23:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:21.072885 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.855242856s) to execute
Dec 16 23:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:21.072924 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (1.043144467s) to execute
Dec 16 23:20:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:21.073075 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (1.04329518s) to execute
Dec 16 23:20:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:24.931920 W | wal: sync duration of 1.543508276s, expected less than 1s
Dec 16 23:20:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:24.935217 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (968.278734ms) to execute
Dec 16 23:20:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:25.276292 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.071001424s) to execute
Dec 16 23:20:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:25.276406 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (555.312686ms) to execute
Dec 16 23:20:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:25.276680 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.001627496s) to execute
Dec 16 23:20:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:25.276817 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (501.851232ms) to execute
Dec 16 23:20:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:27.768674 W | wal: sync duration of 2.49587908s, expected less than 1s
Dec 16 23:20:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:27.771801 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (2.832331312s) to execute
Dec 16 23:20:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:27.772250 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.568725415s) to execute
Dec 16 23:20:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:27.772517 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.674881466s) to execute
Dec 16 23:20:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:27.772692 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (2.821416321s) to execute
Dec 16 23:20:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:27.772938 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.682601866s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.029911 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (964.60025ms) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.030000 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (2.744519894s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.030546 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (807.846611ms) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.030620 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.100567755s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.030738 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (2.745323124s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.030937 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.628646432s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.031077 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (2.745777226s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.031210 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (2.745633734s) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.031629 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (256.910073ms) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.031766 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (161.620165ms) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.031838 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (250.268105ms) to execute
Dec 16 23:20:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:28.031991 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (100.140679ms) to execute
Dec 16 23:20:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:30.914483 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ltnck\" " with result "range_response_count:1 size:1855" took too long (189.763657ms) to execute
Dec 16 23:20:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:30.985330 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (153.299844ms) to execute
Dec 16 23:20:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:30.985765 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (129.044908ms) to execute
Dec 16 23:20:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:36.527915 W | wal: sync duration of 1.569694292s, expected less than 1s
Dec 16 23:20:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:36.532022 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (745.974356ms) to execute
Dec 16 23:20:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:37.977423 W | wal: sync duration of 1.449316612s, expected less than 1s
Dec 16 23:20:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:37.980099 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.859735784s) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.291326 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.294598223s) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.291860 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.355101338s) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.291902 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.587266999s) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.292078 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:256" took too long (830.709962ms) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.292162 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (246.116638ms) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.292876 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (190.751656ms) to execute
Dec 16 23:20:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:38.293127 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (235.505806ms) to execute
Dec 16 23:20:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:39.148135 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:131" took too long (845.706632ms) to execute
Dec 16 23:20:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:39.148204 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3043" took too long (845.973798ms) to execute
Dec 16 23:20:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:39.148331 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:256" took too long (845.744328ms) to execute
Dec 16 23:20:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:39.148388 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (846.030834ms) to execute
Dec 16 23:20:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:39.148480 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (845.517608ms) to execute
Dec 16 23:20:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:44.483430 W | wal: sync duration of 1.05528104s, expected less than 1s
Dec 16 23:20:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:44.486322 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (210.686323ms) to execute
Dec 16 23:20:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:44.486397 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1436" took too long (421.799248ms) to execute
Dec 16 23:20:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:44.486488 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (167.751346ms) to execute
Dec 16 23:20:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:44.486849 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (690.375246ms) to execute
Dec 16 23:20:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:44.487030 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (162.041564ms) to execute
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.873388 W | wal: sync duration of 1.876933241s, expected less than 1s
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.876316 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (714.167174ms) to execute
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.876603 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (714.633603ms) to execute
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.876664 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (714.656119ms) to execute
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.876793 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.365870198s) to execute
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.877005 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.385963825s) to execute
Dec 16 23:20:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:49.877262 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.365382562s) to execute
Dec 16 23:20:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:50.889938 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-npq2r\" " with result "range_response_count:1 size:1855" took too long (152.92994ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.221629 W | wal: sync duration of 2.325112788s, expected less than 1s
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.227554 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.340076338s) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409090 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (426.73917ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409153 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (1.323994058s) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409181 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (482.308968ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409456 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.097115818s) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409695 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (872.913109ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409868 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (417.221171ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.409961 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.520701439s) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.418630 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-npq2r\" " with result "range_response_count:1 size:1735" took too long (176.134215ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.418975 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (183.145744ms) to execute
Dec 16 23:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:53.419984 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (184.112342ms) to execute
Dec 16 23:20:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:55.933239 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (509.667263ms) to execute
Dec 16 23:20:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:55.933601 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (517.166001ms) to execute
Dec 16 23:20:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:57.140780 W | etcdserver: request "header:<ID:14919139277705049005 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:44419873 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (269.023234ms) to execute
Dec 16 23:20:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:57.141493 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.106103728s) to execute
Dec 16 23:20:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:59.452343 W | wal: sync duration of 2.580898974s, expected less than 1s
Dec 16 23:20:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:59.455110 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (3.134799109s) to execute
Dec 16 23:20:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:20:59.455263 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (2.898516663s) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.518439 W | wal: sync duration of 1.065899483s, expected less than 1s
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.521470 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (623.503387ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.521535 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (2.377235201s) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.521650 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.370677639s) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.521820 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.579756865s) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.522006 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (2.475909513s) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.522111 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (1.341112887s) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.522381 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (614.219114ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.522477 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (620.625279ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.522526 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (615.761247ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.779489 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:131" took too long (249.741101ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.780399 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (248.608905ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.780628 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (248.713218ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.780834 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (248.500308ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.781113 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (249.274056ms) to execute
Dec 16 23:21:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:00.781199 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (249.343626ms) to execute
Dec 16 23:21:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:04.558170 W | wal: sync duration of 1.309357742s, expected less than 1s
Dec 16 23:21:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:04.561872 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (286.602209ms) to execute
Dec 16 23:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:05.188638 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (644.024136ms) to execute
Dec 16 23:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:05.703793 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (1.133172817s) to execute
Dec 16 23:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:05.703896 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (905.712015ms) to execute
Dec 16 23:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:05.704354 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (299.095235ms) to execute
Dec 16 23:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:05.704667 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (199.817636ms) to execute
Dec 16 23:21:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:21:10.122599 W | wal: sync duration of 2.960620831s, expected less than 1s
