-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 18:15:55 UTC. --
Jan 31 17:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:52:57.415383 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000737-000000000378eff8.wal successfully
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.247113 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("etcdserver: request timed out")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348415 W | etcdserver: timed out waiting for read index response
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348608 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (26.558819837s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348619 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "error:etcdserver: request timed out" took too long (33.065888188s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348635 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "error:etcdserver: request timed out" took too long (15.783381746s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348657 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (33.073908643s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348676 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (26.936824791s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348698 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/node-controller-token-hvht8\" " with result "error:etcdserver: request timed out" took too long (33.073990629s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348712 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (18.899949274s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348728 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "error:etcdserver: request timed out" took too long (33.073985342s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348743 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "error:etcdserver: request timed out" took too long (33.074044342s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348764 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "error:etcdserver: request timed out" took too long (20.145903777s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348773 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (33.074378056s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348785 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "error:etcdserver: request timed out" took too long (30.011834287s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348802 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (26.362027313s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348822 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "error:etcdserver: request timed out" took too long (22.400443769s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348844 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "error:etcdserver: request timed out" took too long (30.769867742s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348881 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "error:etcdserver: request timed out" took too long (22.522308706s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348905 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "error:etcdserver: request timed out" took too long (32.714217556s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348938 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "error:etcdserver: request timed out" took too long (22.850719539s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.348984 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "error:etcdserver: request timed out" took too long (23.033112934s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349001 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "error:etcdserver: request timed out" took too long (28.848435458s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349016 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (23.585237963s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349059 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "error:etcdserver: request timed out" took too long (33.069000321s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349097 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "error:etcdserver: request timed out" took too long (19.657491505s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349119 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "error:etcdserver: request timed out" took too long (24.934047966s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349173 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (23.628338398s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349274 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (33.07395431s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349292 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "error:etcdserver: request timed out" took too long (17.87343188s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349377 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "error:etcdserver: request timed out" took too long (24.392623409s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349437 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "error:etcdserver: request timed out" took too long (30.848491866s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349551 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "error:etcdserver: request timed out" took too long (27.281218723s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349688 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (33.073947487s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349834 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "error:etcdserver: request timed out" took too long (21.633601925s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.349951 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "error:etcdserver: request timed out" took too long (17.626116934s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.747282 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("etcdserver: request timed out")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.845186 W | wal: sync duration of 15.597412988s, expected less than 1s
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846272 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846304 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846317 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846338 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846359 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846375 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846394 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846405 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846417 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846429 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846446 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846479 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846507 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846519 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846531 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846547 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846566 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846582 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846594 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846605 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846621 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846639 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846660 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846678 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846690 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846701 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846717 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846728 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846744 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846760 W | etcdserver: failed to revoke 4f0b6e20cce5c722 ("lease not found")
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846826 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (2.706797936s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.846896 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (14.001020908s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.847298 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (15.474566475s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.847485 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (3.811277203s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.847896 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (15.474065177s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.848065 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (15.477339331s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.848155 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (4.854211826s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.848618 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (15.479900454s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.848949 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (15.48083109s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.849293 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5tx6v\" " with result "range_response_count:1 size:1735" took too long (5.214705114s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.852089 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (12.624318214s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.853023 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (14.703115358s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.853099 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (5.449209528s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.853699 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (8.243442023s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.853959 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (15.307501894s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.854221 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (15.476110659s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.854289 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (9.60371015s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.854809 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (15.478266272s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.854896 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (9.980867535s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.855551 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (12.106838737s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.855886 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (12.477526961s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.855901 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (12.973503051s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.856114 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (13.879584977s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.856222 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (13.941314767s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.856827 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (15.481894306s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.857068 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (15.475622596s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.857234 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (15.481888098s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.857393 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (15.482191184s) to execute
Jan 31 17:59:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:13.857562 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (15.483046891s) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.173173 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (729.850576ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.173401 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (730.13247ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.173523 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (730.234396ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.173720 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (730.398256ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.174014 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (720.602259ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.174064 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/node-controller-token-hvht8\" " with result "range_response_count:1 size:2339" took too long (730.78196ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.174508 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (731.23875ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.174526 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (731.041938ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.174726 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (731.394193ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.175025 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (731.569099ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.175296 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (731.892743ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.175503 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (732.170562ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.175720 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (732.388905ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.176201 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (731.787635ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.176383 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (733.548235ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.176502 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (735.179888ms) to execute
Jan 31 17:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:59:14.176879 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (735.675121ms) to execute
