-- Logs begin at Tue 2019-10-29 21:05:01 UTC, end at Sat 2019-11-02 08:10:10 UTC. --
Nov 02 07:48:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:48:01.368331 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (553.852408ms) to execute
Nov 02 08:03:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:57.209473 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (772.904697ms) to execute
Nov 02 08:03:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:57.216172 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (448.294837ms) to execute
Nov 02 08:03:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:58.507527 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (205.717488ms) to execute
Nov 02 08:04:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:02.018158 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (365.578223ms) to execute
Nov 02 08:04:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:02.018820 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (507.746186ms) to execute
Nov 02 08:04:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:04.890850 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (339.227269ms) to execute
Nov 02 08:04:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:05.400159 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (119.49562ms) to execute
Nov 02 08:04:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:34.631075 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (212.232788ms) to execute
Nov 02 08:04:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:34.631215 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (368.827027ms) to execute
Nov 02 08:04:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:34.631354 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (124.847467ms) to execute
Nov 02 08:04:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:36.887446 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rdc76\" " with result "range_response_count:1 size:1731" took too long (592.57621ms) to execute
Nov 02 08:04:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:38.662213 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (160.265524ms) to execute
Nov 02 08:04:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:52.040681 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (206.133649ms) to execute
Nov 02 08:04:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:04:52.040839 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (124.066226ms) to execute
Nov 02 08:05:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:00.711502 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (268.679343ms) to execute
Nov 02 08:05:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:00.711553 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (371.917569ms) to execute
Nov 02 08:05:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:00.711594 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (304.663726ms) to execute
Nov 02 08:05:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:03.600944 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (322.934162ms) to execute
Nov 02 08:05:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:03.600980 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (221.197335ms) to execute
Nov 02 08:05:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:03.906820 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (194.545809ms) to execute
Nov 02 08:05:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:03.906874 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (134.898426ms) to execute
Nov 02 08:05:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:05.877829 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (587.159852ms) to execute
Nov 02 08:05:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:05.877889 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rdc76\" " with result "range_response_count:1 size:1851" took too long (508.805713ms) to execute
Nov 02 08:05:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:05.877915 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (315.955202ms) to execute
Nov 02 08:05:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:21.881057 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (314.748126ms) to execute
Nov 02 08:05:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:24.940963 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (377.592953ms) to execute
Nov 02 08:05:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:26.524749 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (432.313512ms) to execute
Nov 02 08:05:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:28.120842 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (411.547252ms) to execute
Nov 02 08:05:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:31.468785 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (563.598258ms) to execute
Nov 02 08:05:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:31.468873 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (204.706547ms) to execute
Nov 02 08:05:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:38.787572 W | wal: sync duration of 1.284721129s, expected less than 1s
Nov 02 08:05:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:38.788783 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (1.168153259s) to execute
Nov 02 08:05:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:38.795559 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (105.77036ms) to execute
Nov 02 08:05:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:38.795805 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (218.409509ms) to execute
Nov 02 08:05:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:38.796028 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.149766152s) to execute
Nov 02 08:05:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:41.338373 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (335.135328ms) to execute
Nov 02 08:05:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:48.422355 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (727.67216ms) to execute
Nov 02 08:05:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:05:48.422497 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (405.796101ms) to execute
Nov 02 08:06:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:06:01.675382 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (124.73344ms) to execute
Nov 02 08:06:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:06:02.666551 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (156.638619ms) to execute
Nov 02 08:06:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:06:43.538148 I | mvcc: store.index: compact 35609193
Nov 02 08:06:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:06:43.544506 I | mvcc: finished scheduled compaction at 35609193 (took 4.794924ms)
