-- Logs begin at Wed 2019-11-06 13:57:41 UTC, end at Sat 2019-11-09 10:51:37 UTC. --
Nov 09 10:30:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:30:12.494993 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000539-000000000272fb4c.wal is created
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.103926 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (839.214421ms) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104109 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (1.750954701s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104180 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-sidecar-injector-service-account-token-qwm7s\" " with result "range_response_count:1 size:2510" took too long (3.47283144s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104364 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (1.751239331s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104447 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (3.475063242s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104637 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (1.751705885s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104906 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (1.751974403s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.104920 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.491114229s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105092 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (1.752661794s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105271 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (2.832504391s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105315 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (4.34695551s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105456 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (2.860467292s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105575 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (4.696924997s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105633 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (3.082802536s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105787 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (3.264312178s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.105907 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (5.225371579s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.106149 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (5.426319487s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.106399 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (5.462991642s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.106652 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (5.97210513s) to execute
Nov 09 10:45:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:32.017971 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (475.206838ms) to execute
Nov 09 10:45:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:32.018313 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (589.98089ms) to execute
Nov 09 10:45:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:33.748102 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (172.13211ms) to execute
Nov 09 10:45:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:34.193374 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (587.172844ms) to execute
Nov 09 10:45:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:34.193702 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (341.67602ms) to execute
Nov 09 10:45:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:34.193798 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (355.493305ms) to execute
Nov 09 10:45:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:42.970142 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (698.014629ms) to execute
Nov 09 10:45:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:42.970723 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (695.915627ms) to execute
Nov 09 10:46:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:00.387244 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (185.144276ms) to execute
Nov 09 10:46:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:00.391124 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (130.624471ms) to execute
Nov 09 10:46:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:00.391326 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (178.782629ms) to execute
Nov 09 10:46:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:00.391401 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:133" took too long (187.295477ms) to execute
Nov 09 10:46:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:01.939007 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (511.023399ms) to execute
Nov 09 10:46:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:01.939379 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:13 size:52259" took too long (656.251908ms) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.381467 W | wal: sync duration of 1.201692057s, expected less than 1s
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.386110 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (1.139434884s) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.422056 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (140.771601ms) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.422357 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (205.282641ms) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.422683 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (845.357606ms) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.422988 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.037498455s) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.423229 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (546.783891ms) to execute
Nov 09 10:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:04.423991 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.043555242s) to execute
Nov 09 10:46:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:05.978890 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (630.628691ms) to execute
Nov 09 10:46:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:05.979260 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (816.546823ms) to execute
Nov 09 10:46:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:05.979690 W | etcdserver: request "header:<ID:14919139277664630689 > lease_revoke:<id:4f0b6e20c7c736ef>" with result "size:29" took too long (457.149388ms) to execute
Nov 09 10:46:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:05.979997 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (396.628645ms) to execute
Nov 09 10:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:10.594517 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (200.015984ms) to execute
Nov 09 10:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:11.099232 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (645.693557ms) to execute
Nov 09 10:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:11.099334 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (550.776627ms) to execute
Nov 09 10:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:11.099395 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (497.069448ms) to execute
Nov 09 10:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:11.099565 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (701.471234ms) to execute
Nov 09 10:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:11.099597 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (692.554904ms) to execute
Nov 09 10:46:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:17.745325 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-7lzcb\" " with result "range_response_count:1 size:2433" took too long (419.386581ms) to execute
Nov 09 10:46:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:17.745601 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (447.774126ms) to execute
Nov 09 10:46:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:31.398190 W | wal: sync duration of 1.108853108s, expected less than 1s
Nov 09 10:46:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:31.413385 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (1.002487601s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.610448 W | wal: sync duration of 1.212018604s, expected less than 1s
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.615437 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (774.853155ms) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.615519 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (280.627708ms) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.616011 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.974448733s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.616040 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.481066507s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.616161 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.418651448s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.616398 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.373961724s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.616610 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.476189956s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.616940 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.338748489s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.617152 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (197.065159ms) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.617411 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (1.188870838s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.617704 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (1.048779719s) to execute
Nov 09 10:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:32.618001 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:475" took too long (1.051248723s) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.523400 W | wal: sync duration of 1.255488135s, expected less than 1s
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.526464 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28930" took too long (1.250943498s) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.746876 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (110.321993ms) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.747284 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (466.658342ms) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.747563 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (511.848057ms) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.747804 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (1.172033764s) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.747840 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (114.11507ms) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.747946 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.368474774s) to execute
Nov 09 10:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:34.748033 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (280.271133ms) to execute
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.205857 W | wal: sync duration of 1.387185594s, expected less than 1s
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.215607 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (844.673139ms) to execute
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.215636 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (248.334697ms) to execute
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.215943 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (314.200834ms) to execute
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.216025 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (864.221564ms) to execute
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.216164 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (798.164742ms) to execute
Nov 09 10:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:36.216389 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (1.264791355s) to execute
Nov 09 10:46:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:40.945722 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (107.476165ms) to execute
Nov 09 10:46:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:40.945832 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (156.720064ms) to execute
Nov 09 10:46:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:40.946153 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (155.186664ms) to execute
Nov 09 10:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:45.257953 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (682.33662ms) to execute
Nov 09 10:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:45.325742 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (271.498341ms) to execute
Nov 09 10:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:45.325776 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (361.055434ms) to execute
Nov 09 10:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:45.325924 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (355.678056ms) to execute
Nov 09 10:46:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:50.963898 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (491.451686ms) to execute
Nov 09 10:46:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:54.940161 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (168.816603ms) to execute
Nov 09 10:46:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:54.940450 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (275.897796ms) to execute
Nov 09 10:46:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:55.731636 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (309.00343ms) to execute
Nov 09 10:46:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:55.731955 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (110.255373ms) to execute
Nov 09 10:46:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:55.732073 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (338.472004ms) to execute
Nov 09 10:46:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:55.732183 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (352.969419ms) to execute
Nov 09 10:46:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:46:59.941271 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (161.093748ms) to execute
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.888382 W | wal: sync duration of 1.396622931s, expected less than 1s
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.891284 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers\" range_end:\"/registry/config.istio.io/stackdrivert\" count_only:true " with result "range_response_count:0 size:7" took too long (795.235754ms) to execute
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.925745 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (162.660361ms) to execute
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.925806 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (496.942244ms) to execute
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.926031 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (588.575087ms) to execute
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.926071 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (156.00394ms) to execute
Nov 09 10:47:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:47:01.926309 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (677.005497ms) to execute
