-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 22:51:59 UTC. --
Jan 31 22:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:29:07.775511 W | wal: sync duration of 1.044483122s, expected less than 1s
Jan 31 22:41:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:54.531492 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (400.720752ms) to execute
Jan 31 22:41:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:54.531542 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (462.99005ms) to execute
Jan 31 22:41:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:57.814750 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (485.33675ms) to execute
Jan 31 22:41:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:57.814918 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (469.717902ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.739630 W | etcdserver: request "header:<ID:14919139277750742891 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53051745 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (311.742308ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.740206 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.770049ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.740507 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (125.514867ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.740719 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (125.760398ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.740771 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (188.120346ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.741056 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (126.815673ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.741099 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha3.networking.istio.io\" " with result "range_response_count:1 size:671" took too long (126.025842ms) to execute
Jan 31 22:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:41:58.741604 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (127.385288ms) to execute
Jan 31 22:42:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:04.082765 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (744.896398ms) to execute
Jan 31 22:42:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:04.083851 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-qgxvn\" " with result "range_response_count:1 size:2440" took too long (417.261228ms) to execute
Jan 31 22:42:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:04.083953 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (376.499226ms) to execute
Jan 31 22:42:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:05.648738 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (175.081656ms) to execute
Jan 31 22:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:14.369130 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (139.581651ms) to execute
Jan 31 22:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:14.369505 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2d76w\" " with result "range_response_count:1 size:2946" took too long (147.600907ms) to execute
Jan 31 22:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:14.369842 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-z7gbt\" " with result "range_response_count:1 size:2946" took too long (125.607758ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.855912 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (646.016794ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.856113 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (596.981551ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.856214 W | etcdserver: request "header:<ID:14919139277750743142 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53051776 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (428.454368ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.856963 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (518.552327ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.857850 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (399.861314ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.857881 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2d76w\" " with result "range_response_count:1 size:3784" took too long (298.575752ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.858202 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (144.218555ms) to execute
Jan 31 22:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:18.858305 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (259.956346ms) to execute
Jan 31 22:42:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:26.384028 W | wal: sync duration of 1.093918774s, expected less than 1s
Jan 31 22:42:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:26.391970 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (726.2216ms) to execute
Jan 31 22:42:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:26.392249 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (128.389905ms) to execute
Jan 31 22:42:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:28.035687 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (599.460694ms) to execute
Jan 31 22:42:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:28.035763 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (599.605507ms) to execute
Jan 31 22:42:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:29.287540 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (217.713634ms) to execute
Jan 31 22:42:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:29.287671 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (215.213329ms) to execute
Jan 31 22:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:33.831813 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (118.822232ms) to execute
Jan 31 22:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:33.832234 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (487.318551ms) to execute
Jan 31 22:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:33.832327 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (335.62243ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.105962 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (685.968442ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106015 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (157.748907ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106070 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (806.399133ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106200 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (715.324368ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106249 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (228.480713ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106331 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (830.468844ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106409 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (307.788943ms) to execute
Jan 31 22:42:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:35.106633 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (153.184453ms) to execute
Jan 31 22:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:45.286950 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (126.162956ms) to execute
Jan 31 22:42:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:46.148105 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (428.239824ms) to execute
Jan 31 22:42:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:46.148207 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (319.333144ms) to execute
Jan 31 22:42:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:46.148593 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (358.756204ms) to execute
Jan 31 22:42:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:54.966234 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (690.549031ms) to execute
Jan 31 22:42:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:54.966273 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (249.693976ms) to execute
Jan 31 22:42:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:59.584629 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (185.512324ms) to execute
Jan 31 22:42:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:59.584693 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (271.373175ms) to execute
Jan 31 22:42:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:59.584988 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (190.837131ms) to execute
Jan 31 22:42:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:42:59.585145 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (210.258ms) to execute
Jan 31 22:43:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:03.809190 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (100.067356ms) to execute
Jan 31 22:43:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:14.204973 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (777.184827ms) to execute
Jan 31 22:43:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:14.205122 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (558.519819ms) to execute
Jan 31 22:43:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:14.205730 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (822.069529ms) to execute
Jan 31 22:43:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:18.456597 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (117.948397ms) to execute
Jan 31 22:43:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:19.391288 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (167.691164ms) to execute
Jan 31 22:43:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:19.396175 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (143.38104ms) to execute
Jan 31 22:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:24.397938 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (981.690703ms) to execute
Jan 31 22:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:24.398209 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (266.664747ms) to execute
Jan 31 22:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:24.398931 W | etcdserver: request "header:<ID:14919139277750743821 > lease_revoke:<id:4f0b6e20cce93285>" with result "size:29" took too long (178.999186ms) to execute
Jan 31 22:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:24.399053 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (141.222251ms) to execute
Jan 31 22:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:24.399240 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (125.009445ms) to execute
Jan 31 22:43:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:26.473241 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (221.565781ms) to execute
Jan 31 22:43:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:26.473368 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-qgxvn\" " with result "range_response_count:1 size:2440" took too long (626.693237ms) to execute
Jan 31 22:43:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:26.473491 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (236.308448ms) to execute
Jan 31 22:43:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:26.474109 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (565.140751ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.291837 W | wal: sync duration of 1.188209939s, expected less than 1s
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.301447 W | etcdserver: request "header:<ID:14919139277750743902 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53051964 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (1.197797094s) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.301760 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (954.961294ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.301890 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (844.791085ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.302089 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (335.80787ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.302156 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (185.51542ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.302198 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (431.172439ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.302239 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (122.055364ms) to execute
Jan 31 22:43:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:30.302340 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (686.864482ms) to execute
Jan 31 22:43:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:35.711973 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (228.932854ms) to execute
Jan 31 22:43:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:35.712044 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (834.582358ms) to execute
Jan 31 22:43:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:35.712193 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (740.589855ms) to execute
Jan 31 22:43:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:39.680441 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (407.561448ms) to execute
Jan 31 22:43:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:39.680602 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (511.024126ms) to execute
Jan 31 22:43:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:42.817706 W | etcdserver: request "header:<ID:14919139277750744012 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:53052001 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:374 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (237.170677ms) to execute
Jan 31 22:43:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:45.045564 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (223.548674ms) to execute
Jan 31 22:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:48.016724 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (864.212254ms) to execute
Jan 31 22:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:48.016971 W | etcdserver: request "header:<ID:14919139277750744039 > lease_revoke:<id:4f0b6e20cce894b2>" with result "size:29" took too long (783.260994ms) to execute
Jan 31 22:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:48.017142 W | etcdserver: failed to revoke 4f0b6e20cce894b2 ("lease not found")
Jan 31 22:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:48.957178 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (160.40914ms) to execute
Jan 31 22:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:48.957566 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (248.58725ms) to execute
Jan 31 22:43:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:50.786854 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (431.388881ms) to execute
Jan 31 22:43:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:50.799103 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (305.882064ms) to execute
Jan 31 22:43:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:50.799350 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (194.697245ms) to execute
Jan 31 22:43:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:51.808231 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (506.051062ms) to execute
Jan 31 22:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:55.539406 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (448.336239ms) to execute
Jan 31 22:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:55.539450 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (813.59396ms) to execute
Jan 31 22:43:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:43:55.539496 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.007314432s) to execute
