-- Logs begin at Wed 2019-09-25 21:44:06 UTC, end at Fri 2019-09-27 13:23:22 UTC. --
Sep 27 13:01:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:01:39.198792 I | mvcc: store.index: compact 30537471
Sep 27 13:13:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:12.209912 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (409.370323ms) to execute
Sep 27 13:13:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:12.210377 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5394" took too long (320.623255ms) to execute
Sep 27 13:13:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:12.210643 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vvzvx\" " with result "range_response_count:1 size:4145" took too long (241.144545ms) to execute
Sep 27 13:13:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:12.210919 W | etcdserver: request "header:<ID:14919135698845317095 > lease_revoke:<id:4f0b6adf85863761>" with result "size:29" took too long (122.632208ms) to execute
Sep 27 13:13:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:13.727054 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (126.122793ms) to execute
Sep 27 13:13:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:13.727096 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (165.313762ms) to execute
Sep 27 13:13:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:13.727356 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (417.646357ms) to execute
Sep 27 13:13:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:27.088211 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (100.356146ms) to execute
Sep 27 13:13:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:33.349662 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (153.198161ms) to execute
Sep 27 13:13:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:33.349784 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (152.387701ms) to execute
Sep 27 13:13:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:46.379111 W | etcdserver: request "header:<ID:14919135698845317449 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:30541004 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:5886 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (321.680848ms) to execute
Sep 27 13:13:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:47.571585 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (122.12179ms) to execute
Sep 27 13:13:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:51.801202 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-cvvpw\" " with result "range_response_count:1 size:2448" took too long (106.548078ms) to execute
Sep 27 13:14:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:11.898197 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (105.495207ms) to execute
Sep 27 13:14:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:16.725740 W | etcdserver: request "header:<ID:14919135698845317764 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30541065 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (107.230465ms) to execute
Sep 27 13:14:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:17.194547 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (168.349463ms) to execute
Sep 27 13:14:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:36.785054 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-m2kcm\" " with result "range_response_count:1 size:2447" took too long (182.747898ms) to execute
Sep 27 13:14:37 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:37.628016 W | etcdserver: request "header:<ID:14919135698845317967 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30541104 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (684.174165ms) to execute
Sep 27 13:14:37 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:37.628280 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (403.073517ms) to execute
Sep 27 13:14:37 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:37.628603 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (404.657125ms) to execute
Sep 27 13:14:37 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:37.628806 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (138.573731ms) to execute
Sep 27 13:14:37 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:37.629053 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (104.504393ms) to execute
Sep 27 13:14:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:46.343493 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (284.825635ms) to execute
Sep 27 13:14:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:46.343610 W | etcdserver: request "header:<ID:14919135698845318054 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:30541118 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4301 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (175.974558ms) to execute
Sep 27 13:14:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:46.344014 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (173.080109ms) to execute
Sep 27 13:14:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:46.344350 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (128.636424ms) to execute
Sep 27 13:14:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:46.806212 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (104.488788ms) to execute
Sep 27 13:14:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:14:52.017234 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (113.657784ms) to execute
Sep 27 13:15:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:00.004523 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (104.357324ms) to execute
Sep 27 13:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:17.101927 W | etcdserver: request "header:<ID:14919135698845318391 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30541189 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (157.623304ms) to execute
Sep 27 13:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:17.354489 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (135.361727ms) to execute
Sep 27 13:15:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:18.400201 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (212.85728ms) to execute
Sep 27 13:15:42 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:42.584659 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (228.306482ms) to execute
Sep 27 13:15:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:47.973103 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (119.481509ms) to execute
Sep 27 13:15:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:47.973532 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (118.192001ms) to execute
Sep 27 13:15:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:54.388620 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (294.228589ms) to execute
Sep 27 13:15:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:15:54.388852 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (119.000974ms) to execute
Sep 27 13:16:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:06.918127 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (174.667614ms) to execute
Sep 27 13:16:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:28.382866 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (225.217326ms) to execute
Sep 27 13:16:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:28.382906 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (246.987272ms) to execute
Sep 27 13:16:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:38.267591 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (216.78948ms) to execute
Sep 27 13:16:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:38.267922 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (218.332323ms) to execute
Sep 27 13:16:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:39.260742 I | mvcc: store.index: compact 30540770
Sep 27 13:16:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:39.266790 I | mvcc: finished scheduled compaction at 30540770 (took 4.799998ms)
Sep 27 13:16:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:39.771390 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (314.613066ms) to execute
Sep 27 13:16:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:39.771482 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (150.167963ms) to execute
Sep 27 13:16:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:39.771825 W | etcdserver: request "header:<ID:14919135698845319256 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:30541357 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (134.474515ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.474563 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (547.934595ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.474625 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (339.917062ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.474780 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (556.480923ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.474931 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (452.545728ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.474969 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-cvvpw\" " with result "range_response_count:1 size:2448" took too long (751.440389ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.475094 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (409.916652ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.475273 W | etcdserver: request "header:<ID:14919135698845319285 > lease_revoke:<id:4f0b6adf85863ffd>" with result "size:29" took too long (288.436046ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.475359 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rxfr7\" " with result "range_response_count:1 size:2440" took too long (275.514001ms) to execute
Sep 27 13:16:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:43.719773 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (120.539953ms) to execute
Sep 27 13:16:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:46.748506 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (168.789525ms) to execute
Sep 27 13:16:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:46.748676 W | etcdserver: request "header:<ID:14919135698845319322 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:30541366 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4301 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (168.723053ms) to execute
Sep 27 13:16:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:46.749018 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (138.65152ms) to execute
Sep 27 13:16:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:53.053774 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (278.884576ms) to execute
Sep 27 13:16:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:54.550515 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (452.220517ms) to execute
Sep 27 13:16:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:54.550720 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (276.878758ms) to execute
Sep 27 13:16:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:16:54.551136 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (125.410762ms) to execute
Sep 27 13:17:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:11.216265 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (187.467111ms) to execute
Sep 27 13:17:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:11.216416 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (494.638062ms) to execute
Sep 27 13:17:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:24.223928 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (120.550757ms) to execute
Sep 27 13:17:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:24.224197 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (401.19918ms) to execute
Sep 27 13:17:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:28.456632 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (321.127911ms) to execute
Sep 27 13:17:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:28.456726 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (113.741074ms) to execute
Sep 27 13:17:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:17:53.763260 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (202.257736ms) to execute
Sep 27 13:18:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:13.776869 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (159.478611ms) to execute
Sep 27 13:18:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:13.776958 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (214.677521ms) to execute
Sep 27 13:18:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:13.777082 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (260.137611ms) to execute
Sep 27 13:18:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:15.633323 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (185.014903ms) to execute
Sep 27 13:18:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:38.290050 W | etcdserver: request "header:<ID:14919135698845320480 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30541581 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (127.3466ms) to execute
Sep 27 13:18:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:38.861458 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (255.857426ms) to execute
Sep 27 13:18:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:38.861583 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (256.669758ms) to execute
Sep 27 13:18:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:39.164613 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (116.393103ms) to execute
Sep 27 13:18:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:18:54.554624 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (208.158927ms) to execute
Sep 27 13:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:29.248872 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (118.0355ms) to execute
Sep 27 13:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:29.249175 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (226.036866ms) to execute
Sep 27 13:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:29.249432 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (255.703223ms) to execute
Sep 27 13:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:29.927814 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (260.160366ms) to execute
Sep 27 13:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:29.928251 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (317.43317ms) to execute
Sep 27 13:20:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:29.928537 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (253.596166ms) to execute
Sep 27 13:20:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:30.513932 W | etcdserver: request "header:<ID:14919135698845321692 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:30541816 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (353.34575ms) to execute
Sep 27 13:20:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:32.344649 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (347.700146ms) to execute
Sep 27 13:20:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:36.589540 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (192.514826ms) to execute
Sep 27 13:20:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:20:36.589608 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (511.46631ms) to execute
Sep 27 13:21:01 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:01.247754 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (511.756111ms) to execute
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.784031 W | wal: sync duration of 1.69362307s, expected less than 1s
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790144 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:11 size:45567" took too long (1.519347006s) to execute
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790370 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (170.404832ms) to execute
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790462 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (1.198856185s) to execute
Sep 27 13:21:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:21:05.790590 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (110.075261ms) to execute
