-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 17:36:12 UTC. --
Nov 01 17:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:14:45.362803 I | etcdserver: start to snapshot (applied: 39154848, lastsnap: 39144847)
Nov 01 17:28:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:40.720114 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (548.71532ms) to execute
Nov 01 17:28:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:50.513178 W | wal: sync duration of 1.216572815s, expected less than 1s
Nov 01 17:28:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:50.515635 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (471.642537ms) to execute
Nov 01 17:28:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:55.194517 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (411.496304ms) to execute
Nov 01 17:28:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:55.194650 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (524.039215ms) to execute
Nov 01 17:29:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:00.924957 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (256.749653ms) to execute
Nov 01 17:29:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:05.454570 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (112.709837ms) to execute
Nov 01 17:29:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:05.454643 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (173.818737ms) to execute
Nov 01 17:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:11.204246 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (449.585865ms) to execute
Nov 01 17:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:11.204360 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:256" took too long (244.147616ms) to execute
Nov 01 17:29:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:11.204554 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (244.210119ms) to execute
Nov 01 17:29:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:20.368852 W | wal: sync duration of 1.06479078s, expected less than 1s
Nov 01 17:29:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:20.371322 W | etcdserver: failed to revoke 4f0b6e20c75a614c ("lease not found")
Nov 01 17:29:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:20.371358 W | etcdserver: failed to revoke 4f0b6e20c75a614c ("lease not found")
Nov 01 17:29:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:27.864746 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (410.515359ms) to execute
Nov 01 17:29:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:30.157606 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (814.503897ms) to execute
Nov 01 17:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:33.398408 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-dcnps.15d319362ac3186c\" " with result "range_response_count:1 size:468" took too long (541.30361ms) to execute
Nov 01 17:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:33.402811 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dcnps\" " with result "range_response_count:1 size:1961" took too long (163.189691ms) to execute
Nov 01 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:37.460044 W | wal: sync duration of 1.270209473s, expected less than 1s
Nov 01 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:37.463552 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (768.055145ms) to execute
Nov 01 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:37.470155 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (320.209957ms) to execute
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.249831 W | wal: sync duration of 1.041335655s, expected less than 1s
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.252396 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dcnps\" " with result "range_response_count:1 size:1858" took too long (277.921424ms) to execute
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.252447 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (103.942322ms) to execute
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.252733 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (676.963817ms) to execute
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.252811 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (136.970811ms) to execute
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.253002 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (361.88595ms) to execute
Nov 01 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:41.253083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (276.54522ms) to execute
Nov 01 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:46.506473 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (275.319346ms) to execute
Nov 01 17:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:48.063289 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (513.507412ms) to execute
Nov 01 17:29:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:54.383710 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (295.870405ms) to execute
Nov 01 17:29:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:54.393534 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (191.005704ms) to execute
Nov 01 17:29:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:54.393982 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (298.688764ms) to execute
Nov 01 17:29:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:56.936494 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (388.69941ms) to execute
Nov 01 17:29:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:56.936605 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (410.049111ms) to execute
Nov 01 17:29:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:29:58.257802 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (131.642666ms) to execute
Nov 01 17:30:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:02.974681 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ttr8\" " with result "range_response_count:1 size:1731" took too long (424.073329ms) to execute
Nov 01 17:30:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:05.270319 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (141.106574ms) to execute
Nov 01 17:30:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:11.255434 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rxwcx\" " with result "range_response_count:1 size:1855" took too long (150.381414ms) to execute
Nov 01 17:30:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:13.002699 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (516.152486ms) to execute
Nov 01 17:30:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:24.657737 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (101.706654ms) to execute
Nov 01 17:30:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:35.363986 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (141.056589ms) to execute
Nov 01 17:30:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:39.818565 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (629.488642ms) to execute
Nov 01 17:30:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:39.818718 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (377.396219ms) to execute
Nov 01 17:30:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:40.997377 W | wal: sync duration of 1.139070376s, expected less than 1s
Nov 01 17:30:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:40.999697 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (285.925149ms) to execute
Nov 01 17:30:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:41.000012 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (617.853028ms) to execute
Nov 01 17:30:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:48.270757 W | wal: sync duration of 1.241014724s, expected less than 1s
Nov 01 17:30:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:48.274127 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.175276528s) to execute
Nov 01 17:30:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:48.278585 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.098480278s) to execute
Nov 01 17:30:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:48.279198 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.120806241s) to execute
Nov 01 17:30:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:55.235677 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (720.737007ms) to execute
Nov 01 17:30:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:55.236667 W | etcdserver: request "header:<ID:14919139277657498921 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35464654 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (513.854557ms) to execute
Nov 01 17:30:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:55.241048 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (673.729887ms) to execute
Nov 01 17:30:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:55.241152 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (643.776385ms) to execute
Nov 01 17:30:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:55.241236 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (180.758564ms) to execute
Nov 01 17:30:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:55.241441 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (525.312213ms) to execute
Nov 01 17:30:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:56.710664 W | wal: sync duration of 1.133059173s, expected less than 1s
Nov 01 17:30:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:30:56.710991 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (399.654597ms) to execute
Nov 01 17:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:00.487121 W | wal: sync duration of 1.221710028s, expected less than 1s
Nov 01 17:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:00.490054 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (947.54775ms) to execute
Nov 01 17:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:00.490476 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (658.848549ms) to execute
Nov 01 17:31:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:00.490817 W | etcdserver: failed to revoke 4f0b6e20c75a64dd ("lease not found")
Nov 01 17:31:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:20.771500 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (492.170321ms) to execute
Nov 01 17:31:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:20.773550 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (494.164082ms) to execute
Nov 01 17:31:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:20.773582 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (369.061352ms) to execute
Nov 01 17:31:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:20.773753 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (270.707191ms) to execute
Nov 01 17:31:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:25.594619 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (235.20964ms) to execute
Nov 01 17:31:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:25.601241 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (235.471851ms) to execute
Nov 01 17:31:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:25.601274 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (233.217252ms) to execute
Nov 01 17:31:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:25.601341 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (199.875039ms) to execute
Nov 01 17:31:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:25.601393 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (239.842105ms) to execute
Nov 01 17:31:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:25.601535 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (238.413729ms) to execute
Nov 01 17:31:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:26.561479 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (112.856429ms) to execute
Nov 01 17:31:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:30.463958 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (767.065908ms) to execute
Nov 01 17:31:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:30.464150 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (207.079905ms) to execute
Nov 01 17:31:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:30.464255 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (361.633181ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.764277 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (717.806037ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.773028 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (506.212695ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.773544 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (148.814973ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.812868 I | mvcc: store.index: compact 35463985
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.814645 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (171.894093ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.814704 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-t4gsx\" " with result "range_response_count:1 size:1735" took too long (456.702386ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.815006 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (193.646735ms) to execute
Nov 01 17:31:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:35.822760 I | mvcc: finished scheduled compaction at 35463985 (took 8.177701ms)
Nov 01 17:31:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:36.117360 W | etcdserver: request "header:<ID:14919139277657499275 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:35464756 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:3019 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (249.85211ms) to execute
Nov 01 17:31:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:45.192007 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (425.004714ms) to execute
Nov 01 17:31:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:45.192069 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (771.281436ms) to execute
Nov 01 17:31:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:45.192174 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (770.610124ms) to execute
Nov 01 17:31:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:45.192356 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (487.616599ms) to execute
Nov 01 17:31:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:45.192926 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (626.034465ms) to execute
Nov 01 17:31:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:45.193188 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (276.855236ms) to execute
Nov 01 17:31:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:53.889490 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (509.07287ms) to execute
Nov 01 17:31:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:53.896631 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (172.890513ms) to execute
Nov 01 17:31:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:31:54.002547 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (100.235541ms) to execute
Nov 01 17:32:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:00.933643 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (121.802427ms) to execute
Nov 01 17:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:05.727084 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (279.795863ms) to execute
Nov 01 17:32:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:06.154692 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (222.277319ms) to execute
Nov 01 17:32:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:06.164923 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (210.938505ms) to execute
Nov 01 17:32:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:06.165042 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (227.049455ms) to execute
Nov 01 17:32:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:06.165555 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (232.11971ms) to execute
Nov 01 17:32:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:09.043569 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1898" took too long (528.451666ms) to execute
Nov 01 17:32:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:13.674304 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (225.541773ms) to execute
Nov 01 17:32:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:13.674454 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (291.824124ms) to execute
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.504964 W | wal: sync duration of 1.175013436s, expected less than 1s
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.508301 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (515.587102ms) to execute
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.518097 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pf6d7\" " with result "range_response_count:1 size:1954" took too long (444.786156ms) to execute
Nov 01 17:32:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:32:16.518135 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (327.024621ms) to execute
