-- Logs begin at Fri 2020-01-31 15:46:29 UTC, end at Sun 2020-02-02 04:01:22 UTC. --
Feb 02 03:38:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:38:17.248325 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-6br4h.15ef78a806a059df\" " with result "range_response_count:1 size:647" took too long (171.455512ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.002106 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (33.839786368s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.002399 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (33.840009811s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.002897 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rs2dq\" " with result "range_response_count:1 size:2440" took too long (33.840588949s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.003144 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("lease not found")
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.011297 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (23.727340087s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.012041 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.113010831s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.013780 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (27.392458778s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.014269 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (33.489381323s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.014566 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (2.50635866s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.014864 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (3.413686899s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.015472 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.841312098s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.016072 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.841367956s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.016656 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (33.841467049s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.017098 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (33.841512564s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.018117 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.841584983s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.018665 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.841612726s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.019184 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.841651077s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.020039 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (33.841707391s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024445 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (33.841890758s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024530 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (33.841996367s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024586 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.842060085s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024635 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.842301502s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024733 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (33.842868096s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024790 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (33.843950299s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024838 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (468.524272ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.024887 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (15.959576598s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.025034 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (5.588817783s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.025216 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (1.826469507s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.025348 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rs2dq\" " with result "range_response_count:1 size:2440" took too long (26.688022614s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.025563 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (23.671561658s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.025795 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (25.540508957s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.026108 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (249.210909ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.026481 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (455.760121ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.026706 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (455.850087ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.026920 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (455.898255ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.027139 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (456.093824ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.027224 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/flannel\" " with result "range_response_count:1 size:393" took too long (456.169602ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030307 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (456.197467ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030345 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (456.225329ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030450 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (456.313349ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030573 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (456.495692ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030674 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (456.556062ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030788 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (456.720617ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030848 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (6.897037277s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.030966 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (459.112969ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.031053 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (7.049451774s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.031239 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rs2dq\" " with result "range_response_count:1 size:2440" took too long (7.059265091s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.031644 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (459.540247ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.031864 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (7.536548868s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.032163 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (460.284391ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.045278 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (7.67321219s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.045506 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (460.497772ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.045680 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (7.797517476s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.048686 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (461.710244ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.048943 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (7.964201828s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.049174 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (462.293255ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.049407 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (8.099121069s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.049595 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (462.841254ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.049765 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-v4st9\" " with result "range_response_count:1 size:4398" took too long (8.504729084s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.051066 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (463.052238ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.051987 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (462.650884ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.052205 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (9.591965517s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.055116 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (469.464609ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.055769 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (469.554875ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.056765 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (10.181412528s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.057458 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (10.948198039s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.058355 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (469.70241ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.061595 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (11.284252061s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.062649 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "range_response_count:1 size:2314" took too long (10.727702118s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.063536 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (11.340959427s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.063673 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (470.040536ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.064726 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules\" range_end:\"/registry/networking.istio.io/destinationrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (11.540067737s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.065024 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (12.286611935s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.066117 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (12.623900115s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.066684 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (12.924019072s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.071521 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (13.123154986s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.072235 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (14.392736874s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.072746 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (14.528979646s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.073518 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (14.630171245s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.073793 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("lease not found")
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.073912 W | etcdserver: read-only range request "key:\"/registry/services/specs/\" range_end:\"/registry/services/specs0\" " with result "range_response_count:36 size:25467" took too long (470.598537ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.074385 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (13.799906158s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.074482 W | etcdserver: read-only range request "key:\"/registry/services/specs/\" range_end:\"/registry/services/specs0\" " with result "range_response_count:36 size:25467" took too long (470.832304ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.074664 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (471.275246ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.075000 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (27.406237916s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.078890 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (27.797131481s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.079999 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (15.709751024s) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.234095 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/flannel\" " with result "range_response_count:1 size:393" took too long (220.02766ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.322384 W | etcdserver: read-only range request "key:\"/registry/ranges/servicenodeports\" " with result "range_response_count:1 size:477" took too long (238.122488ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.322825 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (241.795763ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.323188 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2101" took too long (242.291873ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.323475 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (244.808273ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.323761 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (245.223067ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.324008 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (250.235435ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.324292 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (250.760687ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.324563 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (251.056525ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.324827 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (251.523555ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325076 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/flannel\" " with result "range_response_count:1 size:393" took too long (295.313128ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325098 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (295.341227ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325248 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (302.133018ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325282 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (258.014371ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325321 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (301.836601ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325362 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (280.648147ms) to execute
Feb 02 03:52:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:52:02.325510 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (310.701075ms) to execute
